0.334333	1.66002	0.078	0.00848034
0.337657	1.92627	0.122	0.0103497
0.34098	2.16215	0.154	0.0114143
0.344303	2.09283	0.169	0.0118508
0.347627	2.21261	0.189	0.0123806
0.35095	2.14017	0.202	0.0126963
0.354273	2.22328	0.219	0.0130781
0.357597	2.26513	0.234	0.0133882
0.36092	2.18444	0.242	0.0135438
0.364243	2.18459	0.253	0.0137474
0.367567	2.21412	0.265	0.0139562
0.37089	2.11973	0.272	0.0140718
0.374213	2.08174	0.278	0.0141675
0.377537	2.0586	0.285	0.014275
0.38086	2.09548	0.298	0.0144636
0.384183	2.15183	0.31	0.0146253
0.387507	2.12613	0.319	0.014739
0.39083	2.10456	0.325	0.0148113
0.394153	2.1162	0.335	0.0149257
0.397477	2.14408	0.345	0.0150324
0.4008	2.10109	0.35	0.0150831
0.404123	2.07485	0.357	0.0151509
0.407447	2.08955	0.365	0.0152242
0.41077	2.0388	0.369	0.015259
0.414093	1.95808	0.371	0.015276
0.417417	1.9294	0.376	0.0153174
0.42074	1.93551	0.383	0.0153724
0.424063	1.91361	0.388	0.0154096
0.427387	1.87024	0.392	0.0154382
0.43071	1.85582	0.397	0.0154722
0.434033	1.80974	0.401	0.0154983
0.437357	1.8146	0.405	0.0155234
0.44068	1.7822	0.41	0.0155532
0.444003	1.84077	0.419	0.0156026
0.447327	1.80129	0.426	0.0156373
0.45065	1.81497	0.431	0.0156601
0.453973	1.74919	0.433	0.0156687
0.457297	1.71028	0.436	0.0156813
0.46062	1.66797	0.439	0.0156933
0.463943	1.65691	0.444	0.015712
0.467267	1.6299	0.448	0.0157256
0.47059	1.56087	0.449	0.0157289
0.473913	1.52561	0.452	0.0157384
0.477237	1.58945	0.461	0.0157633
0.48056	1.58855	0.467	0.0157769
0.483883	1.52536	0.468	0.015779
0.487207	1.51393	0.473	0.0157882
0.49053	1.48604	0.475	0.0157916
0.493853	1.4285	0.477	0.0157946
0.497177	1.42593	0.482	0.0158012
0.5005	1.46412	0.49	0.0158082
0.503823	1.40192	0.496	0.0158109
0.507147	1.38597	0.498	0.0158112
0.51047	1.39298	0.504	0.0158109
0.513793	1.45793	0.516	0.0158032
0.517117	1.43248	0.519	0.0157999
0.52044	1.39074	0.523	0.0157946
0.523763	1.36009	0.527	0.0157883
0.527087	1.31423	0.531	0.015781
0.53041	1.31249	0.536	0.0157704
0.533733	1.27163	0.539	0.0157633
0.537057	1.24548	0.542	0.0157555
0.54038	1.20111	0.543	0.0157528
0.543703	1.23466	0.549	0.0157353
0.547027	1.21164	0.553	0.0157223
0.55035	1.17666	0.555	0.0157155
0.553673	1.20024	0.559	0.015701
0.556997	1.20021	0.565	0.0156772
0.56032	1.17619	0.569	0.0156601
0.563643	1.1996	0.576	0.0156277
0.566967	1.15745	0.578	0.0156179
0.57029	1.08796	0.579	0.0156128
0.573613	1.11849	0.588	0.0155646
0.576937	1.17972	0.596	0.0155172
0.58026	1.12865	0.598	0.0155047
0.583583	1.14549	0.604	0.0154656
0.586907	1.12391	0.609	0.0154311
0.59023	1.13976	0.616	0.01538
0.593553	1.16771	0.622	0.0153335
0.596877	1.10191	0.625	0.0153093
0.6002	1.15217	0.633	0.0152418
0.603523	1.18234	0.641	0.0151696
0.606847	1.22513	0.65	0.0150831
0.61017	1.15028	0.653	0.0150529
0.613493	1.18476	0.661	0.0149692
0.616817	1.17197	0.671	0.014858
0.62014	1.20113	0.68	0.0147513
0.623463	1.25314	0.691	0.0146122
0.626787	1.28845	0.702	0.0144636
0.63011	1.32468	0.711	0.0143346
0.633433	1.32428	0.717	0.0142447
0.636757	1.39644	0.728	0.0140718
0.64008	1.37135	0.735	0.0139562
0.643403	1.55391	0.751	0.0136747
0.646727	1.60243	0.764	0.0134277
0.65005	1.68077	0.78	0.0130996
0.653373	1.75528	0.794	0.0127892
0.656697	1.93295	0.813	0.0123301
0.66002	0.000999991	1	0
0.663343	0.000999991	1	0
