0.334333	0	0	0
0.337657	0	0	0
0.34098	0	0	0
0.344303	0	0	0
0.347627	0.0180504	0.001	0.000999501
0.35095	0.0140391	0.001	0.000999501
0.354273	0.0819699	0.006	0.00244212
0.357597	0.082477	0.007	0.00263649
0.36092	0.123187	0.01	0.00314643
0.364243	0.150234	0.013	0.00358202
0.367567	0.152689	0.014	0.00371539
0.37089	0.187043	0.017	0.00408792
0.374213	0.171561	0.018	0.00420429
0.377537	0.152981	0.018	0.00420429
0.38086	0.175956	0.02	0.00442719
0.384183	0.234733	0.025	0.00493712
0.387507	0.370404	0.035	0.00581161
0.39083	0.342431	0.037	0.0059692
0.394153	0.378758	0.042	0.00634316
0.397477	0.40245	0.047	0.00669259
0.4008	0.448304	0.053	0.00708454
0.404123	0.483983	0.058	0.00739164
0.407447	0.519305	0.064	0.00773979
0.41077	0.612945	0.073	0.00822624
0.414093	0.701713	0.083	0.00872418
0.417417	0.738443	0.091	0.00909499
0.42074	0.812394	0.101	0.00952884
0.424063	0.904327	0.113	0.0100116
0.427387	0.902496	0.119	0.0102391
0.43071	1.06071	0.135	0.0108063
0.434033	1.12419	0.148	0.0112293
0.437357	1.30547	0.165	0.0117377
0.44068	1.36018	0.18	0.0121491
0.444003	1.43666	0.193	0.01248
0.447327	1.42832	0.204	0.012743
0.45065	1.52684	0.217	0.013035
0.453973	1.54163	0.229	0.0132876
0.457297	1.60912	0.242	0.0135438
0.46062	1.81771	0.266	0.013973
0.463943	1.94139	0.285	0.014275
0.467267	1.94369	0.298	0.0144636
0.47059	2.01255	0.313	0.0146639
0.473913	2.10999	0.332	0.0148922
0.477237	2.09852	0.345	0.0150324
0.48056	2.18864	0.363	0.0152063
0.483883	2.22518	0.38	0.0153492
0.487207	2.34105	0.399	0.0154854
0.49053	2.43237	0.418	0.0155974
0.493853	2.47066	0.435	0.0156772
0.497177	2.55351	0.455	0.0157473
0.5005	2.7528	0.483	0.0158023
0.503823	2.7442	0.502	0.0158112
0.507147	2.67857	0.512	0.0158069
0.51047	2.95493	0.542	0.0157555
0.513793	2.88889	0.557	0.0157082
0.517117	2.94165	0.576	0.0156277
0.52044	2.92956	0.592	0.0155414
0.523763	3.06736	0.614	0.015395
0.527087	2.99031	0.628	0.0152844
0.53041	3.05483	0.649	0.015093
0.533733	3.10135	0.67	0.0148694
0.537057	3.12264	0.688	0.0146512
0.54038	3.17286	0.707	0.0143927
0.543703	3.25503	0.729	0.0140556
0.547027	3.15332	0.743	0.0138185
0.55035	3.07067	0.754	0.0136193
0.553673	3.09236	0.77	0.0133079
0.556997	3.21607	0.795	0.0127661
0.56032	3.21271	0.811	0.0123806
0.563643	3.15903	0.824	0.0120426
0.566967	3.15439	0.84	0.011593
0.57029	3.10875	0.855	0.0111345
0.573613	3.08468	0.872	0.0105648
0.576937	3.07065	0.887	0.0100116
0.58026	2.95342	0.898	0.0095706
0.583583	2.92273	0.91	0.00904986
0.586907	2.83707	0.921	0.00852988
0.59023	2.73624	0.928	0.0081741
0.593553	2.70043	0.94	0.00751001
0.596877	2.57548	0.949	0.00695696
0.6002	2.41872	0.954	0.00662451
0.603523	2.36962	0.961	0.006122
0.606847	2.26143	0.968	0.00556562
0.61017	2.12564	0.972	0.00521689
0.613493	2.09213	0.981	0.0043173
0.616817	1.97061	0.985	0.00384383
0.62014	1.84907	0.989	0.00329834
0.623463	1.72253	0.991	0.00298647
0.626787	1.63947	0.994	0.00244212
0.63011	1.46449	0.994	0.00244212
0.633433	1.40056	0.997	0.00172945
0.636757	1.27074	0.998	0.0014128
0.64008	1.15054	0.998	0.0014128
0.643403	1.05436	0.999	0.000999502
0.646727	0.923736	0.999	0.000999502
0.65005	0.833392	0.999	0.000999502
0.653373	0.737049	0.999	0.000999502
0.656697	0.638855	0.999	0.000999502
0.66002	0.000999991	1	0
0.663343	0.000999991	1	0
